ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
2493,usual,less_proper,foster,1,convenient,convenient,slightly_prob,priority,1
2494,great_pret,proper,complete,more,less_conv,convenient,problematic,not_recom,0
2495,pretentious,critical,complete,3,convenient,inconv,slightly_prob,priority,0
2496,great_pret,less_proper,complete,2,less_conv,convenient,problematic,recommended,1
2497,pretentious,improper,foster,1,critical,convenient,nonprob,recommended,1
2498,pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,not_recom,0
2499,pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,recommended,1
2500,great_pret,critical,foster,2,critical,convenient,slightly_prob,not_recom,0
2501,great_pret,improper,complete,3,critical,inconv,nonprob,priority,0
2502,pretentious,less_proper,foster,2,convenient,convenient,problematic,not_recom,0
2503,great_pret,very_crit,completed,more,critical,convenient,problematic,not_recom,0
2504,usual,critical,incomplete,2,less_conv,inconv,problematic,not_recom,0
2505,pretentious,very_crit,foster,3,critical,inconv,problematic,not_recom,0
2506,usual,proper,completed,3,less_conv,inconv,nonprob,recommended,1
2507,pretentious,proper,foster,more,less_conv,convenient,nonprob,recommended,1
2508,great_pret,proper,completed,1,critical,convenient,slightly_prob,not_recom,0
2509,usual,very_crit,incomplete,more,critical,convenient,slightly_prob,not_recom,0
2510,great_pret,less_proper,incomplete,2,less_conv,inconv,problematic,recommended,0
2511,usual,improper,complete,3,convenient,inconv,problematic,recommended,1
2512,pretentious,proper,completed,more,less_conv,convenient,nonprob,recommended,1
2513,pretentious,very_crit,incomplete,more,less_conv,inconv,nonprob,priority,0
2514,pretentious,critical,completed,2,critical,convenient,nonprob,recommended,0
2515,usual,less_proper,complete,1,convenient,inconv,nonprob,priority,1
2516,great_pret,improper,completed,3,critical,convenient,problematic,not_recom,0
2517,usual,proper,completed,more,convenient,inconv,nonprob,recommended,1
2518,great_pret,less_proper,completed,2,critical,convenient,nonprob,not_recom,0
2519,great_pret,very_crit,incomplete,3,convenient,convenient,slightly_prob,not_recom,0
2520,great_pret,improper,completed,more,convenient,inconv,slightly_prob,recommended,0
2521,usual,proper,completed,3,less_conv,inconv,nonprob,not_recom,0
2522,usual,very_crit,complete,2,less_conv,inconv,problematic,priority,0
2523,usual,improper,complete,3,less_conv,convenient,slightly_prob,not_recom,0
2524,pretentious,very_crit,completed,1,critical,convenient,problematic,recommended,0
2525,usual,critical,incomplete,1,less_conv,convenient,problematic,priority,1
2526,pretentious,less_proper,completed,more,critical,convenient,nonprob,recommended,1
2527,pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,recommended,1
2528,usual,very_crit,completed,more,less_conv,inconv,slightly_prob,recommended,0
2529,pretentious,very_crit,foster,more,convenient,inconv,nonprob,recommended,0
2530,usual,improper,incomplete,3,less_conv,convenient,nonprob,not_recom,0
2531,great_pret,less_proper,incomplete,more,less_conv,convenient,slightly_prob,recommended,1
2532,pretentious,proper,incomplete,more,less_conv,inconv,problematic,priority,1
2533,great_pret,very_crit,incomplete,2,critical,inconv,slightly_prob,priority,0
2534,great_pret,proper,completed,more,less_conv,inconv,nonprob,not_recom,0
2535,pretentious,proper,complete,3,convenient,inconv,slightly_prob,priority,1
2536,great_pret,very_crit,complete,1,critical,convenient,nonprob,not_recom,0
2537,great_pret,proper,complete,3,critical,inconv,slightly_prob,recommended,1
2538,pretentious,proper,completed,more,critical,inconv,slightly_prob,priority,1
2539,pretentious,improper,incomplete,2,convenient,inconv,slightly_prob,not_recom,0
2540,usual,critical,completed,2,critical,inconv,problematic,recommended,0
2541,usual,proper,completed,2,less_conv,inconv,slightly_prob,recommended,1
2542,usual,critical,complete,1,critical,convenient,slightly_prob,recommended,1
2543,great_pret,critical,complete,more,critical,convenient,nonprob,recommended,0
2544,usual,improper,complete,2,convenient,convenient,nonprob,not_recom,0
2545,pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,priority,1
2546,great_pret,proper,incomplete,3,critical,inconv,nonprob,not_recom,0
2547,usual,critical,foster,2,less_conv,convenient,problematic,recommended,0
2548,pretentious,improper,incomplete,more,critical,convenient,nonprob,recommended,1
2549,great_pret,critical,incomplete,2,convenient,inconv,nonprob,priority,0
2550,usual,less_proper,incomplete,more,less_conv,convenient,problematic,recommended,1
2551,usual,proper,incomplete,1,critical,inconv,nonprob,recommended,1
2552,great_pret,very_crit,foster,2,convenient,inconv,nonprob,not_recom,0
2553,great_pret,very_crit,foster,2,less_conv,convenient,slightly_prob,priority,0
2554,usual,proper,complete,3,less_conv,convenient,problematic,priority,1
2555,pretentious,less_proper,complete,more,critical,convenient,slightly_prob,recommended,1
2556,usual,improper,incomplete,more,convenient,convenient,problematic,recommended,1
2557,usual,improper,completed,3,less_conv,convenient,nonprob,not_recom,0
2558,great_pret,critical,completed,more,less_conv,convenient,slightly_prob,recommended,0
2559,great_pret,proper,completed,more,convenient,convenient,nonprob,recommended,1
2560,pretentious,less_proper,completed,3,critical,convenient,slightly_prob,priority,1
2561,pretentious,less_proper,incomplete,1,convenient,convenient,nonprob,not_recom,0
2562,great_pret,less_proper,foster,more,convenient,convenient,slightly_prob,recommended,1
2563,usual,critical,foster,more,convenient,convenient,slightly_prob,recommended,1
2564,usual,critical,complete,2,critical,inconv,problematic,recommended,0
2565,great_pret,improper,foster,3,less_conv,convenient,problematic,not_recom,0
2566,great_pret,less_proper,complete,3,convenient,convenient,problematic,not_recom,0
2567,pretentious,very_crit,complete,more,less_conv,convenient,problematic,recommended,0
2568,usual,proper,completed,more,critical,inconv,nonprob,recommended,1
2569,great_pret,less_proper,completed,more,convenient,convenient,nonprob,priority,1
2570,great_pret,proper,incomplete,3,convenient,inconv,problematic,not_recom,0
2571,usual,critical,complete,1,critical,inconv,slightly_prob,not_recom,0
2572,pretentious,less_proper,incomplete,2,critical,inconv,problematic,not_recom,0
2573,usual,very_crit,incomplete,1,convenient,inconv,nonprob,not_recom,0
2574,great_pret,critical,completed,1,critical,inconv,problematic,not_recom,0
2575,pretentious,improper,completed,more,convenient,convenient,problematic,priority,1
2576,great_pret,critical,foster,more,critical,inconv,nonprob,not_recom,0
2577,usual,improper,completed,1,less_conv,inconv,slightly_prob,priority,1
2578,pretentious,proper,incomplete,1,critical,convenient,nonprob,recommended,1
2579,great_pret,critical,complete,1,convenient,convenient,problematic,recommended,1
2580,great_pret,less_proper,foster,1,critical,convenient,slightly_prob,priority,0
2581,pretentious,improper,completed,2,critical,inconv,nonprob,not_recom,0
2582,great_pret,critical,incomplete,more,critical,convenient,problematic,recommended,0
2583,pretentious,critical,complete,2,critical,inconv,nonprob,recommended,0
2584,pretentious,proper,foster,more,critical,inconv,slightly_prob,not_recom,0
2585,usual,very_crit,incomplete,more,critical,convenient,nonprob,not_recom,0
2586,pretentious,less_proper,foster,3,convenient,convenient,slightly_prob,not_recom,0
2587,usual,critical,foster,1,less_conv,inconv,problematic,recommended,0
2588,great_pret,proper,incomplete,3,critical,inconv,slightly_prob,priority,0
2589,usual,very_crit,complete,more,convenient,convenient,problematic,priority,0
2590,usual,very_crit,completed,3,critical,inconv,slightly_prob,recommended,0
2591,pretentious,improper,complete,1,critical,convenient,slightly_prob,not_recom,0
2592,usual,proper,complete,3,less_conv,inconv,slightly_prob,priority,1
2593,great_pret,less_proper,complete,2,critical,convenient,nonprob,not_recom,0
2594,great_pret,very_crit,foster,more,critical,inconv,problematic,priority,0
2595,pretentious,less_proper,complete,1,critical,convenient,nonprob,priority,1
2596,great_pret,critical,completed,more,less_conv,inconv,nonprob,recommended,0
2597,usual,less_proper,foster,2,less_conv,inconv,nonprob,not_recom,0
2598,pretentious,improper,foster,3,less_conv,convenient,problematic,recommended,0
2599,pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,not_recom,0
2600,great_pret,very_crit,incomplete,more,less_conv,convenient,nonprob,not_recom,0
2601,usual,very_crit,complete,3,critical,convenient,problematic,not_recom,0
2602,usual,critical,completed,1,less_conv,inconv,nonprob,recommended,1
2603,great_pret,very_crit,completed,1,convenient,convenient,nonprob,not_recom,0
2604,great_pret,critical,complete,more,critical,convenient,slightly_prob,recommended,0
2605,pretentious,critical,completed,1,less_conv,convenient,problematic,not_recom,0
2606,pretentious,critical,foster,2,convenient,convenient,slightly_prob,not_recom,0
2607,pretentious,proper,incomplete,1,convenient,inconv,slightly_prob,priority,1
2608,pretentious,very_crit,foster,3,convenient,convenient,nonprob,recommended,1
2609,pretentious,critical,completed,1,less_conv,convenient,nonprob,priority,0
2610,usual,less_proper,incomplete,1,convenient,inconv,problematic,recommended,1
2611,usual,proper,foster,more,convenient,convenient,slightly_prob,recommended,1
2612,pretentious,improper,complete,2,critical,inconv,nonprob,not_recom,0
2613,great_pret,critical,complete,3,critical,inconv,problematic,priority,0
2614,usual,proper,complete,2,critical,convenient,nonprob,recommended,1
2615,pretentious,proper,completed,3,critical,convenient,nonprob,recommended,1
2616,great_pret,proper,incomplete,2,critical,convenient,problematic,priority,0
2617,great_pret,critical,completed,3,less_conv,convenient,problematic,recommended,0
2618,pretentious,critical,foster,1,less_conv,inconv,problematic,not_recom,0
2619,usual,improper,incomplete,more,critical,convenient,slightly_prob,not_recom,0
2620,great_pret,less_proper,foster,1,less_conv,convenient,problematic,priority,0
2621,pretentious,improper,incomplete,2,convenient,inconv,nonprob,not_recom,0
2622,usual,critical,foster,1,critical,inconv,nonprob,recommended,1
2623,great_pret,proper,completed,more,critical,inconv,problematic,not_recom,0
2624,usual,improper,complete,more,convenient,inconv,slightly_prob,recommended,1
2625,pretentious,critical,foster,3,convenient,convenient,problematic,not_recom,0
2626,great_pret,critical,completed,3,less_conv,inconv,nonprob,recommended,0
2627,great_pret,very_crit,incomplete,2,convenient,convenient,nonprob,priority,0
2628,pretentious,improper,foster,more,critical,convenient,nonprob,not_recom,0
2629,usual,critical,completed,3,critical,convenient,problematic,not_recom,0
2630,pretentious,proper,complete,more,critical,inconv,problematic,priority,1
2631,pretentious,less_proper,completed,more,critical,convenient,slightly_prob,not_recom,0
2632,great_pret,very_crit,complete,more,convenient,inconv,problematic,recommended,0
2633,pretentious,less_proper,complete,more,critical,inconv,slightly_prob,not_recom,0
2634,pretentious,less_proper,foster,1,critical,convenient,slightly_prob,not_recom,0
2635,great_pret,improper,completed,more,critical,convenient,slightly_prob,recommended,0
2636,great_pret,very_crit,incomplete,more,convenient,convenient,slightly_prob,recommended,1
2637,pretentious,less_proper,foster,2,critical,convenient,nonprob,recommended,1
2638,pretentious,proper,foster,2,convenient,inconv,slightly_prob,priority,1
2639,great_pret,improper,foster,2,critical,inconv,nonprob,priority,0
2640,pretentious,improper,completed,3,less_conv,inconv,slightly_prob,recommended,1
2641,usual,very_crit,incomplete,more,convenient,convenient,slightly_prob,not_recom,0
2642,pretentious,less_proper,completed,2,critical,convenient,problematic,recommended,1
2643,usual,very_crit,complete,3,convenient,convenient,nonprob,priority,0
2644,pretentious,less_proper,complete,1,less_conv,convenient,slightly_prob,not_recom,0
2645,great_pret,less_proper,foster,3,convenient,convenient,problematic,priority,1
2646,usual,critical,complete,more,critical,inconv,problematic,priority,0
2647,usual,proper,completed,more,critical,convenient,slightly_prob,priority,1
2648,great_pret,critical,complete,2,less_conv,inconv,problematic,recommended,0
2649,pretentious,proper,foster,1,convenient,convenient,nonprob,recommended,1
2650,usual,improper,foster,3,critical,convenient,slightly_prob,priority,1
2651,usual,less_proper,foster,more,critical,inconv,slightly_prob,priority,1
2652,pretentious,improper,incomplete,more,convenient,inconv,nonprob,not_recom,0
2653,pretentious,critical,foster,more,critical,convenient,slightly_prob,recommended,0
2654,usual,less_proper,incomplete,1,critical,inconv,slightly_prob,not_recom,0
2655,pretentious,improper,complete,2,convenient,inconv,problematic,not_recom,0
2656,great_pret,very_crit,foster,3,critical,convenient,slightly_prob,recommended,0
2657,great_pret,proper,foster,more,convenient,inconv,nonprob,priority,0
2658,usual,critical,completed,2,less_conv,convenient,problematic,priority,1
2659,usual,improper,completed,more,less_conv,convenient,problematic,not_recom,0
2660,usual,very_crit,complete,3,critical,inconv,slightly_prob,not_recom,0
2661,great_pret,improper,completed,3,critical,inconv,nonprob,priority,0
2662,pretentious,very_crit,foster,3,less_conv,inconv,problematic,recommended,0
2663,usual,very_crit,completed,3,convenient,convenient,slightly_prob,priority,0
2664,pretentious,proper,incomplete,2,critical,inconv,problematic,recommended,1
2665,pretentious,improper,foster,1,critical,convenient,slightly_prob,priority,0
2666,great_pret,very_crit,completed,3,convenient,convenient,problematic,not_recom,0
2667,great_pret,critical,completed,3,less_conv,inconv,slightly_prob,not_recom,0
2668,great_pret,improper,complete,3,less_conv,inconv,slightly_prob,priority,0
2669,usual,critical,incomplete,2,convenient,convenient,slightly_prob,priority,1
2670,pretentious,improper,foster,2,convenient,convenient,problematic,not_recom,0
2671,great_pret,critical,complete,2,convenient,convenient,nonprob,recommended,1
2672,pretentious,improper,foster,3,convenient,convenient,problematic,priority,1
2673,pretentious,critical,foster,more,less_conv,inconv,problematic,recommended,0
2674,usual,less_proper,completed,2,critical,inconv,nonprob,not_recom,0
2675,usual,proper,completed,more,critical,inconv,slightly_prob,not_recom,0
